"catalogNumber","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","infraspecificEpithet","taxonRank","identifiedBy","dateIdentified","collectedBy","recordNumber","eventDate","year","month","day","startDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","informationWithheld","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","georeferenceRemarks","minimumElevationInMeters","verbatimElevation","month_fctr","recordedBy_og","coll_gr","t_num","t_dir","r_num","r_dir"
"SUWS010864","Equisetopsida","Ranunculales","Ranunculaceae","Ranunculus pensylvanicus",4763,"L.f.","Ranunculus","pensylvanicus","","","","","Brashier","s.n.","1966-07-19",1966,7,19,200,"1966-07-19","","Along side the river.",NA,"Bayfield","Along White River",46.47814,-90.98825,NA,5401,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Barnard; Brashier","Brashier",46,"N",5,"W"
"SUWS010868","Equisetopsida","Ranunculales","Ranunculaceae","Ranunculus sceleratus",4767,"L.","Ranunculus","sceleratus","","","","","Romans","97b","1964-06-05",1964,6,5,157,"1964-06-05","","Vey wet bog area; soil dark black, shady, with many trees.",NA,"Oconto","Lena. 8 miles S of Lena, in vicinity of roadside picnic area",44.83525,-88.04677,NA,2499,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",27,"N",20,"E"
"SUWS010869","Equisetopsida","Ranunculales","Ranunculaceae","Ranunculus recurvatus var. recurvatus",6827,"","Ranunculus","recurvatus","recurvatus","var.","","","Romans","s.n.","1965-06-10",1965,6,10,161,"1965-06-10","","Large white pine stand; sunny open area in path.",NA,"Bayfield","Drummond. 2 miles N of Drummond on Hwy 63 on Forest Service Road",46.36585,-91.25797,NA,1513,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",45,"N",7,"W"
"SUWS010873","Equisetopsida","Ranunculales","Ranunculaceae","Thalictrum dioicum",5216,"L.","Thalictrum","dioicum","","","","","Romans","s.n.","1965-06-07",1965,6,7,158,"1965-06-07","","Rich, damp wood.",NA,"Douglas","Foxboro. 3 miles N of CTH B on Pelkey Rd., near Foxboro, on Rogge farm",46.49696,-92.25905,NA,886,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS010876","Equisetopsida","Ranunculales","Ranunculaceae","Thalictrum dasycarpum",5215,"Fisch. & Avé-Lall.","Thalictrum","dasycarpum","","","","","Cherf","PL-146","1964-07-20",1964,7,20,202,"1964-07-20","","Open ground.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Cherf","Other Collectors",45,"N",8,"W"
"SUWS010915","Equisetopsida","Rosales","Ulmaceae","Ulmus americana",5296,"L.","Ulmus","americana","","","","","Gall","PL-186","1964-08-23",1964,8,23,236,"1964-08-23","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Brashier; Gall","Other Collectors",45,"N",8,"W"
"SUWS010916","Equisetopsida","Rosales","Ulmaceae","Ulmus americana",5296,"L.","Ulmus","americana","","","","","Grage","PL-187","1964-07-23",1964,7,23,205,"1964-07-23","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Grage","Other Collectors",45,"N",8,"W"
"SUWS010938","Equisetopsida","Rosales","Urticaceae","Urtica dioica subsp. gracilis",6922,"(Aiton) Selander","Urtica","dioica","gracilis","subsp.","","","Brashier","s.n.","1928-08-01",1928,8,1,214,"1928-08-01","","In a wooded area.",NA,"Bayfield","Cornucopia",46.85382,-91.10185,NA,3036,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Shaw; Brashier","Brashier",51,"N",6,"W"
"SUWS010952","Equisetopsida","Fagales","Myricaceae","Comptonia peregrina",3184,"(L.) J.M.Coult.","Comptonia","peregrina","","","","","Brashier","s.n.","1964-07-22",1964,7,22,204,"1964-07-22","","Roadside area.",NA,"Bayfield","Drummond. E of Pigeon Lake near Drummond",46.33784,-91.29093,NA,2310,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Wassgren; Brashier","Brashier",45,"N",7,"W"
"SUWS010955","Equisetopsida","Fagales","Myricaceae","Myrica gale",4308,"L.","Myrica","gale","","","","","Smith, C. W.","s.n.","1942-07-18",1942,7,18,199,"1942-07-18","","Sand island in bay.",NA,"Douglas","Superior. Sand Island, Superior Bay",46.73216,-92.0663,NA,5466,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Thomson, John W., Jr.; Smith, C. W.","Other Collectors",49,"N",14,"W"
"SUWS010972","Equisetopsida","Fagales","Fagaceae","Quercus macrocarpa",4734,"Michx.","Quercus","macrocarpa","","","Cochrane, Theodore S.","Apr 2002","Smith","PL-207","1964-07-22",1964,7,22,204,"1964-07-22","","[Lvs of this sp. sometime very slightly lobed and vary from densely tomentose to almost glabrate - T.S. Cochrane, 2002]",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Smith","Other Collectors",45,"N",8,"W"
"SUWS010973","Equisetopsida","Fagales","Fagaceae","Quercus macrocarpa",4734,"Michx.","Quercus","macrocarpa","","","Cochrane, Theodore S.","Apr 2002","Walvoord","PL-208","1964-07-23",1964,7,23,205,"1964-07-23","","Near edge of woods. Lvs of this sp. sometime very slightly lobed and vary from densely tomentose to almost glabrate - T.S. Cochrane, 2002]",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Walvoord","Other Collectors",45,"N",8,"W"
"SUWS010977","Equisetopsida","Fagales","Fagaceae","Quercus ellipsoidalis",4733,"E.J.Hill","Quercus","ellipsoidalis","","","","","Walvoord","PL-209","1964-07-23",1964,7,23,205,"1964-07-23","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Walvoord","Other Collectors",45,"N",8,"W"
"SUWS010994","Equisetopsida","Fagales","Fagaceae","Quercus rubra",4737,"L.","Quercus","rubra","","","","","Ruff","PL-212","1964-07-28",1964,7,28,210,"1964-07-28","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Ruff","Other Collectors",45,"N",8,"W"
"SUWS010999","Equisetopsida","Fagales","Fagaceae","Quercus rubra",4737,"L.","Quercus","rubra","","","","","Janowski","PL-211","1964-07-20",1964,7,20,202,"1964-07-20","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Janowski","Other Collectors",45,"N",8,"W"
"SUWS011000","Equisetopsida","Fagales","Fagaceae","Quercus rubra",4737,"L.","Quercus","rubra","","","","","Thoren","PL-210","1964-07-27",1964,7,27,209,"1964-07-27","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Thoren","Other Collectors",45,"N",8,"W"
"SUWS011034","Equisetopsida","Fagales","Betulaceae","Alnus viridis subsp. crispa",6479,"(Aiton) Turrill","Alnus","viridis","crispa","subsp.","","","Smith, C. W.","s.n.","1942-07-18",1942,7,18,199,"1942-07-18","","",NA,"Douglas","Superior. Sand Island in Superior Bay",46.73216,-92.0663,NA,5466,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Thomson, John W., Jr.; Smith, C. W.","Other Collectors",49,"N",14,"W"
"SUWS011047","Equisetopsida","Fagales","Betulaceae","Betula papyrifera",2738,"Marshall","Betula","papyrifera","","","","","Grage","PL-184","1964-07-23",1964,7,23,205,"1964-07-23","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Grage","Other Collectors",45,"N",8,"W"
"SUWS011048","Equisetopsida","Fagales","Betulaceae","Betula papyrifera",2738,"Marshall","Betula","papyrifera","","","","","Gall","PL-185","1964-07-23",1964,7,23,205,"1964-07-23","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Gall","Other Collectors",45,"N",8,"W"
"SUWS011070","Equisetopsida","Fagales","Betulaceae","Carpinus caroliniana subsp. virginiana",6568,"(Marshall) Furlow","Carpinus","caroliniana","virginiana","subsp.","","","Walvoord","PL-181","1964-07-23",1964,7,23,205,"1964-07-23","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Walvoord","Other Collectors",45,"N",8,"W"
"SUWS011071","Equisetopsida","Fagales","Betulaceae","Carpinus caroliniana subsp. virginiana",6568,"(Marshall) Furlow","Carpinus","caroliniana","virginiana","subsp.","","","Grage","PL-183","1964-07-14",1964,7,14,196,"1964-07-14","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Grage","Other Collectors",45,"N",8,"W"
"SUWS011072","Equisetopsida","Fagales","Betulaceae","Carpinus caroliniana subsp. virginiana",6568,"(Marshall) Furlow","Carpinus","caroliniana","virginiana","subsp.","","","Gunderson","PL-182","1964-07-17",1964,7,17,199,"1964-07-17","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Gunderson","Other Collectors",45,"N",8,"W"
"SUWS011076","Equisetopsida","Fagales","Betulaceae","Corylus americana",3227,"Walter","Corylus","americana","","","","","Walvoord","PL-176","1964-07-23",1964,7,23,205,"1964-07-23","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Walvoord","Other Collectors",45,"N",8,"W"
"SUWS011078","Equisetopsida","Fagales","Betulaceae","Corylus americana",3227,"Walter","Corylus","americana","","","","","Grage","PL-177","1964-07-14",1964,7,14,196,"1964-07-14","","Deciduous woods.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Grage","Other Collectors",45,"N",8,"W"
"SUWS011083","Equisetopsida","Fagales","Betulaceae","Corylus cornuta subsp. cornuta",6595,"","Corylus","cornuta","cornuta","subsp.","","","Janowski","PL-175","1964-07-24",1964,7,24,206,"1964-07-24","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Janowski","Other Collectors",45,"N",8,"W"
"SUWS011084","Equisetopsida","Fagales","Betulaceae","Corylus cornuta subsp. cornuta",6595,"","Corylus","cornuta","cornuta","subsp.","","","Smith","PL-180","1964-07-22",1964,7,22,204,"1964-07-22","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Smith","Other Collectors",45,"N",8,"W"
"SUWS011090","Equisetopsida","Fagales","Betulaceae","Ostrya virginiana",4386,"(Mill.) K.Koch","Ostrya","virginiana","","","","","Walvoord","PL-178","1964-07-23",1964,7,23,205,"1964-07-23","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Walvoord","Other Collectors",45,"N",8,"W"
"SUWS011091","Equisetopsida","Fagales","Betulaceae","Ostrya virginiana",4386,"(Mill.) K.Koch","Ostrya","virginiana","","","","","Gall","PL-179","1964-07-25",1964,7,25,207,"1964-07-25","","",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Gall","Other Collectors",45,"N",8,"W"
"SUWS011092","Equisetopsida","Fagales","Betulaceae","Ostrya virginiana",4386,"(Mill.) K.Koch","Ostrya","virginiana","","","","","Grage","PL-162a","1964-07-14",1964,7,14,196,"1964-07-14","","In deciduous woods.",NA,"Bayfield","Pigeon Lake Field Station. W of lake.",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Grage","Other Collectors",45,"N",8,"W"
"SUWS011104","Equisetopsida","Caryophyllales","Nyctaginaceae","Mirabilis nyctaginea",4264,"(Michx.) MacMill.","Mirabilis","nyctaginea","","","Cochrane, Theodore S.","Nov 1974","Romans","48a","1964-06-02",1964,6,2,154,"1964-06-02","","Full sunlight near RR embankment.",NA,"Pierce","East Ellsworth. 2 miles N of East Ellsworth, on Hwy 35, near RR embankment",44.76115,-92.48741,NA,400,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",26,"N",17,"W"
"SUWS011105","Equisetopsida","Caryophyllales","Nyctaginaceae","Mirabilis nyctaginea",4264,"(Michx.) MacMill.","Mirabilis","nyctaginea","","","Cochrane, Theodore S.","Nov 1974","Romans","138a","1964-06-03",1964,6,3,155,"1964-06-03","","Open sunlight, sandy soil on RR embankment.",NA,"Juneau","Wonewoc. 1 mile N of Wonewoc, on State Hwy 82, E of picnic area on railroad embankment",43.66724,-90.22346,NA,1056,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",14,"N",2,"E"
"SUWS011113","Equisetopsida","Caryophyllales","Amaranthaceae","Chenopodium album",3105,"L.","Chenopodium","album","","","","","Gunderson","PL-112","1964-07-25",1964,7,25,207,"1964-07-25","","Open field area.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Gunderson","Other Collectors",45,"N",8,"W"
"SUWS011115","Equisetopsida","Caryophyllales","Amaranthaceae","Chenopodium album",3105,"L.","Chenopodium","album","","","","","Thoren","PL-113","1964-07-24",1964,7,24,206,"1964-07-24","","Open fields.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Thoren","Other Collectors",45,"N",8,"W"
"SUWS011118","Equisetopsida","Caryophyllales","Amaranthaceae","Chenopodium album",3105,"L.","Chenopodium","album","","","","","Romans","171c","1964-08-03",1964,8,3,216,"1964-08-03","","Around manure pile in barnyard.",NA,"Douglas","Patzau. 0.5 mile W of State Hwy 35 on CTH BB on the James Romans property [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011123","Equisetopsida","Caryophyllales","Amaranthaceae","Chenopodium capitatum var. capitatum",6575,"","Chenopodium","capitatum","capitatum","var.","","","Brashier","s.n.","1966-07-27",1966,7,27,208,"1966-07-27","","Sandy shore line. Sandy shore line.",NA,"Bayfield","W shore of Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Hjerleid; Brashier","Brashier",45,"N",8,"W"
"SUWS011124","Equisetopsida","Caryophyllales","Amaranthaceae","Chenopodium capitatum var. capitatum",6575,"","Chenopodium","capitatum","capitatum","var.","","","Parrish","PL-109","1964-07-23",1964,7,23,205,"1964-07-23","","Sandy soil. Sandy soil.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Parrish","Other Collectors",45,"N",8,"W"
"SUWS011125","Equisetopsida","Caryophyllales","Amaranthaceae","Chenopodium capitatum var. capitatum",6575,"","Chenopodium","capitatum","capitatum","var.","","","Janowski","PL-110","1964-07-12",1964,7,12,194,"1964-07-12","","Open soil area. Open soil area.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Janowski","Other Collectors",45,"N",8,"W"
"SUWS011126","Equisetopsida","Caryophyllales","Amaranthaceae","Chenopodium capitatum var. capitatum",6575,"","Chenopodium","capitatum","capitatum","var.","","","Walvoord","PL-111","1964-07-18",1964,7,18,200,"1964-07-18","","Open field area. Open field area.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Walvoord","Other Collectors",45,"N",8,"W"
"SUWS011128","Equisetopsida","Caryophyllales","Amaranthaceae","Chenopodium capitatum var. capitatum",6575,"","Chenopodium","capitatum","capitatum","var.","","","Brashier","s.n.","1966-07-21",1966,7,21,202,"1966-07-21","","An old field. An old field.",NA,"Bayfield","1.5 miles N of Pigeon Lake Camp on Rd. 228",46.36317,-91.37424,NA,2788,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Brashier",45,"N",8,"W"
"SUWS011130","Equisetopsida","Asterales","Asteraceae","Artemisia ludoviciana subsp. ludoviciana",6499,"","Artemisia","ludoviciana","ludoviciana","subsp.","Cochrane, Theodore S.","Apr 2002","Romans","174c","1964-08-04",1964,8,4,217,"1964-08-04","","Very sandy roadside bordering scrub oak forest.",NA,"Burnett","Danbury. 3 miles E of State Hwy 35 on State Hwy 77 [near Danbury]",46.0357,-92.27174,NA,300,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Brashier; Romans","Romans",41,"N",15,"W"
"SUWS011154","Equisetopsida","Caryophyllales","Amaranthaceae","Amaranthus retroflexus",2500,"L.","Amaranthus","retroflexus","","","","","Romans","127a","1964-08-18",1964,8,18,231,"1964-08-18","","Cultivated potato field.",NA,"Douglas","Patzau. James Romans farm 0.5 mile W of State Hwy 35 on CTH BB [ca. 2mi E of Patzau]",46.48986,-92.18414,NA,1517,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Brashier; Romans","Romans",46,"N",15,"W"
"SUWS011161","Equisetopsida","Caryophyllales","Portulacaceae","Portulaca oleracea",4613,"L.","Portulaca","oleracea","","","","","Brashier","s.n.","1964-08-07",1964,8,7,220,"1964-08-07","","Found in a lawn.",NA,"Douglas","Superior. Univ. Wiconsin - Superior campus, near sidewalk by the student center",46.71784,-92.08786,NA,699,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"August","Romans; Brashier","Brashier",49,"N",14,"W"
"SUWS011173","Equisetopsida","Caryophyllales","Caryophyllaceae","Cerastium fontanum subsp. vulgare",6572,"(Hartm.) Greuter & Burdet","Cerastium","fontanum","vulgare","subsp.","Cochrane, Theodore S.","Apr 2002","Brashier","s.n.","1966-07-21",1966,7,21,202,"1966-07-21","","Sandy, loose soil in an open field.",NA,"Bayfield","2 miles N of Pigeon Lake Camp on Hwy 224",46.36259,-91.39982,NA,2688,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Brashier",45,"N",8,"W"
"SUWS011177","Equisetopsida","Caryophyllales","Caryophyllaceae","Cerastium fontanum subsp. vulgare",6572,"(Hartm.) Greuter & Burdet","Cerastium","fontanum","vulgare","subsp.","","","Brashier","s.n.","1964-07-15",1964,7,15,197,"1964-07-15","","Along road going north from camp.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cherf; Brashier","Brashier",45,"N",8,"W"
"SUWS011181","Equisetopsida","Caryophyllales","Caryophyllaceae","Cerastium fontanum subsp. vulgare",6572,"(Hartm.) Greuter & Burdet","Cerastium","fontanum","vulgare","subsp.","","","Brashier","s.n.","1966-07-13",1966,7,13,194,"1966-07-13","","Sandy beach, grassy.",NA,"Bayfield","N shore of Pigeon Lake",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Holden; Brashier","Brashier",45,"N",8,"W"
"SUWS011183","Equisetopsida","Caryophyllales","Caryophyllaceae","Cerastium fontanum subsp. vulgare",6572,"(Hartm.) Greuter & Burdet","Cerastium","fontanum","vulgare","subsp.","","","Brashier","s.n.","1966-07-07",1966,7,7,188,"1966-07-07","","Sandy, loose soil; surrounded by dense woods.",NA,"Bayfield","Drummond. 4 miles E of Drummond on Hwy 216-213",46.33686,-91.17409,NA,2372,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Brashier",45,"N",6,"W"
"SUWS011187","Equisetopsida","Caryophyllales","Caryophyllaceae","Cerastium fontanum subsp. vulgare",6572,"(Hartm.) Greuter & Burdet","Cerastium","fontanum","vulgare","subsp.","","","Brashier","s.n.","1966-07-20",1966,7,20,201,"1966-07-20","","Sandy beach, sparsely grassy.",NA,"Bayfield","N side of Middle Eau Claire Lake, Hwy 27",46.29554,-91.52141,NA,2423,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Holden; Brashier","Brashier",44,"N",9,"W"
"SUWS011198","Equisetopsida","Caryophyllales","Caryophyllaceae","Silene latifolia subsp. alba",13322,"Poir.","Silene","latifolia","alba","subsp.","","","Brashier","s.n.","1966-07-08",1966,7,8,189,"1966-07-08","","Sandy.",NA,"Bayfield","Cable",46.20801,-91.29213,NA,3036,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Barnard; Brashier","Brashier",43,"N",7,"W"
"SUWS011199","Equisetopsida","Caryophyllales","Caryophyllaceae","Silene latifolia subsp. alba",13322,"Poir.","Silene","latifolia","alba","subsp.","","","Brashier","s.n.","1966-07-17",1966,7,17,198,"1966-07-17","","Roadside bank.",NA,"Bayfield","Hwy 228, 0.5 mile N of Pigeon Lake",46.34952,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Hjerleid; Brashier","Brashier",45,"N",8,"W"
"SUWS011201","Equisetopsida","Caryophyllales","Caryophyllaceae","Silene latifolia subsp. alba",13322,"Poir.","Silene","latifolia","alba","subsp.","","","Janowski","PL-69","1964-06-24",1964,6,24,176,"1964-06-24","","Lake nature trail.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Janowski","Other Collectors",45,"N",8,"W"
"SUWS011202","Equisetopsida","Caryophyllales","Caryophyllaceae","Silene latifolia subsp. alba",13322,"Poir.","Silene","latifolia","alba","subsp.","","","Cherf","PL-70","1964-07-22",1964,7,22,204,"1964-07-22","","Sandy roadside.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Brashier; Cherf","Other Collectors",45,"N",8,"W"
"SUWS011218","Equisetopsida","Caryophyllales","Caryophyllaceae","Silene csereii",5045,"Baumg.","Silene","csereii","","","","","Fassett, Norman C.","s.n.","1938-06-17",1938,6,17,168,"1938-06-17","","Along railroad.",NA,"Juneau","New Lisbon",43.87988,-90.15923,NA,2735,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Thomson, John W., Jr.; Fassett, Norman C.","Other Collectors",16,"N",3,"E"
"SUWS011229","Equisetopsida","Caryophyllales","Caryophyllaceae","Silene vulgaris",5054,"(Moench) Garcke","Silene","vulgaris","","","","","Brashier","s.n.","1966-07-23",1966,7,23,204,"1966-07-23","","Gravelly, sparsely grassy roadside.",NA,"Bayfield","Hwy 63, 7 miles S of Drummond [near Price Lake]",46.23555,-91.25797,NA,1791,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Holden; Brashier","Brashier",43,"N",7,"W"
"SUWS011238","Equisetopsida","Caryophyllales","Caryophyllaceae","Stellaria longifolia",5155,"Muhl. ex Willd.","Stellaria","longifolia","","","","","Smith, C. W.","s.n.","1942-07-18",1942,7,18,199,"1942-07-18","","",NA,"Douglas","Superior. Sand Island in Superior Bay",46.73216,-92.0663,NA,5466,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Thomson, John W., Jr.; Smith, C. W.","Other Collectors",49,"N",14,"W"
"SUWS011239","Equisetopsida","Caryophyllales","Caryophyllaceae","Stellaria longifolia",5155,"Muhl. ex Willd.","Stellaria","longifolia","","","","","Grage","PL-140","1964-06-25",1964,6,25,177,"1964-06-25","","On nature trail.",NA,"Bayfield","Pigeon Lake Field Station",46.34228,-91.34901,NA,2257,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Grage","Other Collectors",45,"N",8,"W"
"SUWS011241","Equisetopsida","Caryophyllales","Caryophyllaceae","Stellaria longifolia",5155,"Muhl. ex Willd.","Stellaria","longifolia","","","","","Romans","197a","1964-06-20",1964,6,20,172,"1964-06-20","","Edge of woods, clay soil.",NA,"Douglas","Superior. 3 miles S of Superior on State Hwy 35 on the Ralph Law property",46.65497,-92.10442,NA,4161,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"June","Brashier; Romans","Romans",48,"N",14,"W"
"SUWS011242","Equisetopsida","Caryophyllales","Caryophyllaceae","Stellaria longifolia",5155,"Muhl. ex Willd.","Stellaria","longifolia","","","","","Brashier","s.n.","1966-07-21",1966,7,21,202,"1966-07-21","","Old, open field.",NA,"Bayfield","2 miles N of Pigeon Lake Camp on Hwy 224",46.36259,-91.39982,NA,2688,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Cornell; Brashier","Brashier",45,"N",8,"W"
"SUWS011243","Equisetopsida","Caryophyllales","Caryophyllaceae","Stellaria longifolia",5155,"Muhl. ex Willd.","Stellaria","longifolia","","","","","Brashier","s.n.","1966-07-12",1966,7,12,193,"1966-07-12","","Meadow with tall grass, surrounded by woods.",NA,"Bayfield","Cty. Trunk 228, 3 miles N of Pigeon Lake",46.38512,-91.3369,NA,1541,"Georeferencing Quick Reference Guide 2012-10-02","Geolocate",NA,NA,NA,"July","Holden; Brashier","Brashier",45,"N",8,"W"
